filename,Mouth,Nasal,Skin,Stool
ID_ENHCCD.mgb,0,0,0,0
ID_QRHEXN.mgb,0,0,0,0
ID_RYQIAU.mgb,0,0,0,0
ID_LDNOVV.mgb,0,0,0,0
ID_GKKZPM.mgb,0,0,0,0
ID_BEHPUD.mgb,0,0,0,0
ID_UBLPMY.mgb,0,0,0,0
ID_CXKMII.mgb,0,0,0,0
ID_MBFMSB.mgb,0,0,0,0
ID_CIZFBU.mgb,0,0,0,0
ID_CHVVYY.mgb,0,0,0,0
ID_XJYLRF.mgb,0,0,0,0
ID_EUHSAJ.mgb,0,0,0,0
ID_IAYUXL.mgb,0,0,0,0
ID_YYKIRN.mgb,0,0,0,0
ID_HIJDMN.mgb,0,0,0,0
ID_TWVGUH.mgb,0,0,0,0
ID_DHEWQO.mgb,0,0,0,0
ID_MPKKUQ.mgb,0,0,0,0
ID_PBRNDT.mgb,0,0,0,0
ID_MMGILS.mgb,0,0,0,0
ID_AQDZLZ.mgb,0,0,0,0
ID_NJLZUJ.mgb,0,0,0,0
ID_HGLFGL.mgb,0,0,0,0
ID_OWQVGA.mgb,0,0,0,0
ID_JXIJHK.mgb,0,0,0,0
ID_MXMLNF.mgb,0,0,0,0
ID_XCLVYX.mgb,0,0,0,0
ID_YIPVQW.mgb,0,0,0,0
ID_MNKUZR.mgb,0,0,0,0
ID_NBPVTP.mgb,0,0,0,0
ID_WTODMY.mgb,0,0,0,0
ID_ZLNIVC.mgb,0,0,0,0
ID_SHDIID.mgb,0,0,0,0
ID_STAGDU.mgb,0,0,0,0
ID_FNCBDC.mgb,0,0,0,0
ID_AVZMAJ.mgb,0,0,0,0
ID_SNITZY.mgb,0,0,0,0
ID_XGJMZC.mgb,0,0,0,0
ID_RAWHIQ.mgb,0,0,0,0
ID_MXIYTV.mgb,0,0,0,0
ID_QXLQMR.mgb,0,0,0,0
ID_OTMNRG.mgb,0,0,0,0
ID_PGFAHM.mgb,0,0,0,0
ID_WUGFVI.mgb,0,0,0,0
ID_MUJNJW.mgb,0,0,0,0
ID_HDJRBM.mgb,0,0,0,0
ID_WITXOA.mgb,0,0,0,0
ID_GXSXOM.mgb,0,0,0,0
ID_MSTKSW.mgb,0,0,0,0
ID_FUMEPV.mgb,0,0,0,0
ID_WECZXK.mgb,0,0,0,0
ID_SBEIYW.mgb,0,0,0,0
ID_RCUVRF.mgb,0,0,0,0
ID_ZDCEPH.mgb,0,0,0,0
ID_VHSOVP.mgb,0,0,0,0
ID_BGXNSA.mgb,0,0,0,0
ID_MZMTYP.mgb,0,0,0,0
ID_HYTXHX.mgb,0,0,0,0
ID_NHYWEN.mgb,0,0,0,0
ID_SCHCGB.mgb,0,0,0,0
ID_AJKHOU.mgb,0,0,0,0
ID_ZWFLBS.mgb,0,0,0,0
ID_WZCZVF.mgb,0,0,0,0
ID_NXWSMB.mgb,0,0,0,0
ID_TFOYNB.mgb,0,0,0,0
ID_KRNXGB.mgb,0,0,0,0
ID_JWOPRN.mgb,0,0,0,0
ID_ZUTVQY.mgb,0,0,0,0
ID_BYYXZS.mgb,0,0,0,0
ID_XZGAZR.mgb,0,0,0,0
ID_AGKIYB.mgb,0,0,0,0
ID_YJTPWN.mgb,0,0,0,0
ID_KPMQMU.mgb,0,0,0,0
ID_JBBPNR.mgb,0,0,0,0
ID_JIFUYY.mgb,0,0,0,0
ID_WNGDEB.mgb,0,0,0,0
ID_NTGAWG.mgb,0,0,0,0
ID_PKYMQI.mgb,0,0,0,0
ID_JCPCLB.mgb,0,0,0,0
ID_RBVWUL.mgb,0,0,0,0
ID_VMJTGH.mgb,0,0,0,0
ID_UIFJLE.mgb,0,0,0,0
ID_TWFOOH.mgb,0,0,0,0
ID_AYOAPD.mgb,0,0,0,0
ID_NSTSNW.mgb,0,0,0,0
ID_BWVHUF.mgb,0,0,0,0
ID_MUIUQL.mgb,0,0,0,0
ID_JNLKEV.mgb,0,0,0,0
ID_ERGQHM.mgb,0,0,0,0
ID_HKLNTW.mgb,0,0,0,0
ID_BFHWMT.mgb,0,0,0,0
ID_VEULTD.mgb,0,0,0,0
ID_IPNWJS.mgb,0,0,0,0
ID_AJGVTS.mgb,0,0,0,0
ID_JIVAMT.mgb,0,0,0,0
ID_ZGPWDB.mgb,0,0,0,0
ID_YMJDMN.mgb,0,0,0,0
ID_KAWYYK.mgb,0,0,0,0
ID_QAYMJX.mgb,0,0,0,0
ID_HEYXJI.mgb,0,0,0,0
ID_GXAHTP.mgb,0,0,0,0
ID_CXYITK.mgb,0,0,0,0
ID_IKVUWD.mgb,0,0,0,0
ID_SVISXU.mgb,0,0,0,0
ID_VIVXIR.mgb,0,0,0,0
ID_NLPICA.mgb,0,0,0,0
ID_GBCCNJ.mgb,0,0,0,0
ID_PHXPOD.mgb,0,0,0,0
ID_DHGWGW.mgb,0,0,0,0
ID_SUBJSJ.mgb,0,0,0,0
ID_JUQIPF.mgb,0,0,0,0
ID_VBVWJD.mgb,0,0,0,0
ID_RKQIFO.mgb,0,0,0,0
ID_ENOODO.mgb,0,0,0,0
ID_ZRCWCQ.mgb,0,0,0,0
ID_ALGOGQ.mgb,0,0,0,0
ID_GEIAET.mgb,0,0,0,0
ID_HMTIMT.mgb,0,0,0,0
ID_XBWYVZ.mgb,0,0,0,0
ID_SZOAOB.mgb,0,0,0,0
ID_OCJFSP.mgb,0,0,0,0
ID_ZLFEAA.mgb,0,0,0,0
ID_EJRTGT.mgb,0,0,0,0
ID_EFHUUR.mgb,0,0,0,0
ID_QTBPXG.mgb,0,0,0,0
ID_BQALZS.mgb,0,0,0,0
ID_UVZRRF.mgb,0,0,0,0
ID_BBZYDO.mgb,0,0,0,0
ID_WOZQOQ.mgb,0,0,0,0
ID_IYVHTQ.mgb,0,0,0,0
ID_YTKUUL.mgb,0,0,0,0
ID_TNTYMU.mgb,0,0,0,0
ID_YXVKZR.mgb,0,0,0,0
ID_TJNQXM.mgb,0,0,0,0
ID_LQGGAD.mgb,0,0,0,0
ID_GJDSLM.mgb,0,0,0,0
ID_BWUYYP.mgb,0,0,0,0
ID_ZOAAVW.mgb,0,0,0,0
ID_GWJDGL.mgb,0,0,0,0
ID_GGUPKG.mgb,0,0,0,0
ID_OTIEVR.mgb,0,0,0,0
ID_FRTXEK.mgb,0,0,0,0
ID_EVQEWK.mgb,0,0,0,0
ID_ZPWGNB.mgb,0,0,0,0
ID_NTHUOG.mgb,0,0,0,0
ID_LDNFCA.mgb,0,0,0,0
ID_GTODPC.mgb,0,0,0,0
ID_WKYNLU.mgb,0,0,0,0
ID_LGKDBX.mgb,0,0,0,0
ID_MFXZBJ.mgb,0,0,0,0
ID_DYYGRW.mgb,0,0,0,0
ID_ISTTZD.mgb,0,0,0,0
ID_DYXRFB.mgb,0,0,0,0
ID_DZTHPW.mgb,0,0,0,0
ID_ERUQTZ.mgb,0,0,0,0
ID_DCSXUC.mgb,0,0,0,0
ID_WNJPFT.mgb,0,0,0,0
ID_VPNYMF.mgb,0,0,0,0
ID_SXADNZ.mgb,0,0,0,0
ID_XLDPZS.mgb,0,0,0,0
ID_TTRXDO.mgb,0,0,0,0
ID_EJXDZM.mgb,0,0,0,0
ID_XDCBML.mgb,0,0,0,0
ID_WLNQUD.mgb,0,0,0,0
ID_VWQBGB.mgb,0,0,0,0
ID_GOKJUH.mgb,0,0,0,0
ID_GIUONV.mgb,0,0,0,0
ID_WNMRRC.mgb,0,0,0,0
ID_QSESQA.mgb,0,0,0,0
ID_HRYIFA.mgb,0,0,0,0
ID_WTYLTM.mgb,0,0,0,0
ID_ZMEKSI.mgb,0,0,0,0
ID_BCGAMY.mgb,0,0,0,0
ID_CMJWBS.mgb,0,0,0,0
ID_PIAMAG.mgb,0,0,0,0
ID_LDRIRX.mgb,0,0,0,0
ID_PNFCKW.mgb,0,0,0,0
ID_EJROPO.mgb,0,0,0,0
ID_UVEWHH.mgb,0,0,0,0
ID_EZTVQT.mgb,0,0,0,0
ID_AOQGWN.mgb,0,0,0,0
ID_EWYNGD.mgb,0,0,0,0
ID_OWPRUX.mgb,0,0,0,0
ID_IWZSCD.mgb,0,0,0,0
ID_IQCHWD.mgb,0,0,0,0
ID_CURZNU.mgb,0,0,0,0
ID_NNKBRS.mgb,0,0,0,0
ID_STTQTU.mgb,0,0,0,0
ID_HITNRL.mgb,0,0,0,0
ID_YPEUWH.mgb,0,0,0,0
ID_WEKMZT.mgb,0,0,0,0
ID_UIJZCT.mgb,0,0,0,0
ID_BIVMAZ.mgb,0,0,0,0
ID_PWDCFX.mgb,0,0,0,0
ID_RGCNWA.mgb,0,0,0,0
ID_YGISHC.mgb,0,0,0,0
ID_IBODDC.mgb,0,0,0,0
ID_DDCLES.mgb,0,0,0,0
ID_YAUMQG.mgb,0,0,0,0
ID_WXZKFS.mgb,0,0,0,0
ID_EDWVNO.mgb,0,0,0,0
ID_OJKWLR.mgb,0,0,0,0
ID_SFVMMH.mgb,0,0,0,0
ID_VFAACQ.mgb,0,0,0,0
ID_QSGSHH.mgb,0,0,0,0
ID_ZDAUAT.mgb,0,0,0,0
ID_TVVOGT.mgb,0,0,0,0
ID_GLCXOZ.mgb,0,0,0,0
ID_JVLRWQ.mgb,0,0,0,0
ID_KKJRNI.mgb,0,0,0,0
ID_BXBUWW.mgb,0,0,0,0
ID_YZJCKD.mgb,0,0,0,0
ID_ESOHQM.mgb,0,0,0,0
ID_RHIKBI.mgb,0,0,0,0
ID_PVFOBG.mgb,0,0,0,0
ID_SPXUQR.mgb,0,0,0,0
ID_ZANNAE.mgb,0,0,0,0
ID_EJEHKC.mgb,0,0,0,0
ID_LYDHSX.mgb,0,0,0,0
ID_RFKKZX.mgb,0,0,0,0
ID_BFALNR.mgb,0,0,0,0
ID_YFCWKA.mgb,0,0,0,0
ID_OTMIGF.mgb,0,0,0,0
ID_ASNCNV.mgb,0,0,0,0
ID_UBVZZX.mgb,0,0,0,0
ID_TZTWZL.mgb,0,0,0,0
ID_CIGUQR.mgb,0,0,0,0
ID_FRMCKJ.mgb,0,0,0,0
ID_GPZVGY.mgb,0,0,0,0
ID_DDGNIM.mgb,0,0,0,0
ID_GLDSLL.mgb,0,0,0,0
ID_UABYGB.mgb,0,0,0,0
ID_EAPNYZ.mgb,0,0,0,0
ID_EMAJOW.mgb,0,0,0,0
ID_KWQHIP.mgb,0,0,0,0
ID_ORFPYF.mgb,0,0,0,0
ID_CKZWMZ.mgb,0,0,0,0
ID_IDTLQJ.mgb,0,0,0,0
ID_YNVASN.mgb,0,0,0,0
ID_KKOBOD.mgb,0,0,0,0
ID_AMSOXU.mgb,0,0,0,0
ID_DPYKSG.mgb,0,0,0,0
ID_JNFGCU.mgb,0,0,0,0
ID_KIMKCB.mgb,0,0,0,0
ID_IJLDZY.mgb,0,0,0,0
ID_KLVYAP.mgb,0,0,0,0
ID_XRZHAV.mgb,0,0,0,0
ID_SDQRVB.mgb,0,0,0,0
ID_DZCDNY.mgb,0,0,0,0
ID_YUEGJH.mgb,0,0,0,0
ID_TMSZTO.mgb,0,0,0,0
ID_JCFYTI.mgb,0,0,0,0
ID_GUYLSW.mgb,0,0,0,0
ID_RBPJIE.mgb,0,0,0,0
ID_PWBLRE.mgb,0,0,0,0
ID_EBWXAG.mgb,0,0,0,0
ID_BNPBKM.mgb,0,0,0,0
ID_MGCBZX.mgb,0,0,0,0
ID_DEFZNC.mgb,0,0,0,0
ID_EGCJWN.mgb,0,0,0,0
ID_KNZDMP.mgb,0,0,0,0
ID_HGWDFO.mgb,0,0,0,0
ID_UZCADS.mgb,0,0,0,0
ID_QTNNPA.mgb,0,0,0,0
ID_PRLKYI.mgb,0,0,0,0
ID_OVOOFO.mgb,0,0,0,0
ID_SXADYW.mgb,0,0,0,0
ID_FBVDCV.mgb,0,0,0,0
ID_FNMLKG.mgb,0,0,0,0
ID_EBAFVX.mgb,0,0,0,0
ID_BBHQDM.mgb,0,0,0,0
ID_SGNHCD.mgb,0,0,0,0
ID_BMOTBZ.mgb,0,0,0,0
ID_XUBQXT.mgb,0,0,0,0
ID_FTAXBU.mgb,0,0,0,0
ID_SAUEVY.mgb,0,0,0,0
ID_UOOAPA.mgb,0,0,0,0
ID_YYOCYN.mgb,0,0,0,0
ID_UHJIFJ.mgb,0,0,0,0
ID_MBGIRZ.mgb,0,0,0,0
ID_JVEFEE.mgb,0,0,0,0
ID_MRASAT.mgb,0,0,0,0
ID_PTTKUH.mgb,0,0,0,0
ID_EFLZAC.mgb,0,0,0,0
ID_XAYTFP.mgb,0,0,0,0
ID_CEPPVK.mgb,0,0,0,0
ID_FNIOOK.mgb,0,0,0,0
ID_EWBQCC.mgb,0,0,0,0
ID_CMXVYQ.mgb,0,0,0,0
ID_PLZYXW.mgb,0,0,0,0
ID_PWPECK.mgb,0,0,0,0
ID_UMZXKJ.mgb,0,0,0,0
ID_IGDVEU.mgb,0,0,0,0
ID_TSSLAD.mgb,0,0,0,0
ID_PBEPTC.mgb,0,0,0,0
ID_ZPMIGD.mgb,0,0,0,0
ID_BUTTHJ.mgb,0,0,0,0
ID_BLOYRU.mgb,0,0,0,0
ID_FKSASE.mgb,0,0,0,0
ID_GDAVXE.mgb,0,0,0,0
ID_YNYVDX.mgb,0,0,0,0
ID_DDERSC.mgb,0,0,0,0
ID_KWBWRZ.mgb,0,0,0,0
ID_QNGYRG.mgb,0,0,0,0
ID_XNGQBZ.mgb,0,0,0,0
ID_OSGSTN.mgb,0,0,0,0
ID_PFCUWV.mgb,0,0,0,0
ID_TIKKOC.mgb,0,0,0,0
ID_BZSGLQ.mgb,0,0,0,0
ID_OSWRUL.mgb,0,0,0,0
ID_PANQZY.mgb,0,0,0,0
ID_BUHWGN.mgb,0,0,0,0
ID_UTASYL.mgb,0,0,0,0
ID_HHJOJF.mgb,0,0,0,0
ID_LKQWDV.mgb,0,0,0,0
ID_KNUZPA.mgb,0,0,0,0
ID_OMVAKT.mgb,0,0,0,0
ID_NDSJDA.mgb,0,0,0,0
ID_RWIORE.mgb,0,0,0,0
ID_KCDUYG.mgb,0,0,0,0
ID_DKLXBK.mgb,0,0,0,0
ID_DGMYWY.mgb,0,0,0,0
ID_OMCGWZ.mgb,0,0,0,0
ID_IEFQOC.mgb,0,0,0,0
ID_MFNEMR.mgb,0,0,0,0
ID_KVGOQK.mgb,0,0,0,0
ID_SHQXHO.mgb,0,0,0,0
ID_UAZQTA.mgb,0,0,0,0
ID_YUXJAI.mgb,0,0,0,0
ID_WFFAQL.mgb,0,0,0,0
ID_BGAGEX.mgb,0,0,0,0
ID_UZDQMH.mgb,0,0,0,0
ID_SFBLCM.mgb,0,0,0,0
ID_MUOGLX.mgb,0,0,0,0
ID_BSCLTL.mgb,0,0,0,0
ID_TNDXKP.mgb,0,0,0,0
ID_OZGWSO.mgb,0,0,0,0
ID_NKRJRE.mgb,0,0,0,0
ID_IRWALG.mgb,0,0,0,0
ID_UOSZZU.mgb,0,0,0,0
ID_ZPHTGI.mgb,0,0,0,0
ID_JHMOXA.mgb,0,0,0,0
ID_TRMAWK.mgb,0,0,0,0
ID_GNHNVJ.mgb,0,0,0,0
ID_THGEGJ.mgb,0,0,0,0
ID_BGAQPG.mgb,0,0,0,0
ID_KYILXT.mgb,0,0,0,0
ID_EUOCRC.mgb,0,0,0,0
ID_QBKVPR.mgb,0,0,0,0
ID_ZWUJFO.mgb,0,0,0,0
ID_GMAGLB.mgb,0,0,0,0
ID_JNZOKX.mgb,0,0,0,0
ID_YXBJNZ.mgb,0,0,0,0
ID_NXBDAW.mgb,0,0,0,0
ID_TWHCGX.mgb,0,0,0,0
ID_JRKXJK.mgb,0,0,0,0
ID_DTOEMP.mgb,0,0,0,0
ID_JOFKPL.mgb,0,0,0,0
ID_HHQNRS.mgb,0,0,0,0
ID_DRBNSZ.mgb,0,0,0,0
ID_HJFWMV.mgb,0,0,0,0
ID_KLRPRZ.mgb,0,0,0,0
ID_SFUMKA.mgb,0,0,0,0
ID_PAIYWE.mgb,0,0,0,0
ID_RWYITO.mgb,0,0,0,0
ID_JEQRYR.mgb,0,0,0,0
ID_EAWZFF.mgb,0,0,0,0
ID_ANSGID.mgb,0,0,0,0
ID_EFRAIW.mgb,0,0,0,0
ID_CXKXTY.mgb,0,0,0,0
ID_KQZHKZ.mgb,0,0,0,0
ID_DVNEFD.mgb,0,0,0,0
ID_ZQJSXK.mgb,0,0,0,0
ID_JKVAAC.mgb,0,0,0,0
ID_MOYCIS.mgb,0,0,0,0
ID_RUCXQY.mgb,0,0,0,0
ID_AGHEZK.mgb,0,0,0,0
ID_WLADEH.mgb,0,0,0,0
ID_TKNLZJ.mgb,0,0,0,0
ID_ZXNUDJ.mgb,0,0,0,0
ID_ORCSSL.mgb,0,0,0,0
ID_VOHMHD.mgb,0,0,0,0
ID_IDVKOX.mgb,0,0,0,0
ID_BMLXGW.mgb,0,0,0,0
ID_QRGJTL.mgb,0,0,0,0
ID_KYSBXX.mgb,0,0,0,0
ID_DPIERJ.mgb,0,0,0,0
ID_QCDDTP.mgb,0,0,0,0
ID_YZUYOS.mgb,0,0,0,0
ID_LPZBKI.mgb,0,0,0,0
ID_QZDQPX.mgb,0,0,0,0
ID_DIHNQA.mgb,0,0,0,0
ID_PPEGDJ.mgb,0,0,0,0
ID_XBBAGH.mgb,0,0,0,0
ID_FWTBNG.mgb,0,0,0,0
ID_IMWLHD.mgb,0,0,0,0
ID_KDUBNX.mgb,0,0,0,0
ID_MZJILQ.mgb,0,0,0,0
ID_XXVUFS.mgb,0,0,0,0
ID_CZUTBP.mgb,0,0,0,0
ID_UBEWPC.mgb,0,0,0,0
ID_HYWCAO.mgb,0,0,0,0
ID_GUQQOZ.mgb,0,0,0,0
ID_KIQVVD.mgb,0,0,0,0
ID_QRZZWA.mgb,0,0,0,0
ID_ECPNHL.mgb,0,0,0,0
ID_VHVEKC.mgb,0,0,0,0
ID_XIEMWG.mgb,0,0,0,0
ID_VEGQTZ.mgb,0,0,0,0
ID_RDHURE.mgb,0,0,0,0
ID_AFAEMB.mgb,0,0,0,0
ID_JODBGW.mgb,0,0,0,0
ID_RVUZXG.mgb,0,0,0,0
ID_GMYKDR.mgb,0,0,0,0
ID_XXEXGF.mgb,0,0,0,0
ID_MUKHHA.mgb,0,0,0,0
ID_TAXEGB.mgb,0,0,0,0
ID_JXCFZG.mgb,0,0,0,0
ID_WERGBL.mgb,0,0,0,0
ID_XFWNKY.mgb,0,0,0,0
ID_XYZFLF.mgb,0,0,0,0
ID_AUUTWM.mgb,0,0,0,0
ID_JECZIE.mgb,0,0,0,0
ID_IAUNPQ.mgb,0,0,0,0
ID_LINAMW.mgb,0,0,0,0
ID_LPZTPI.mgb,0,0,0,0
ID_EDUVCV.mgb,0,0,0,0
ID_VIFMCA.mgb,0,0,0,0
ID_VWSOLR.mgb,0,0,0,0
ID_AVMUKC.mgb,0,0,0,0
ID_BNMXEV.mgb,0,0,0,0
ID_CJIVXL.mgb,0,0,0,0
ID_SRRBVW.mgb,0,0,0,0
ID_AFBBWK.mgb,0,0,0,0
